reactor -752.000000 648.000000 17.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
telenode -760.000000 487.000000 6.125000 0.000000 210.000000 0.000000 0.000000 0.000000 1.000000 30.000000 210.000000 0.000000
acid_tube 1464.000000 -1484.000000 17.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
acid_tube 1000.000000 -1750.000000 17.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
eggpod 1484.000000 -1436.000000 17.125000 0.000000 430.000000 0.000000 0.000000 0.000000 1.000000 30.000000 430.000000 0.000000
eggpod 962.000000 -1842.000000 17.125000 0.000000 210.000000 0.000000 0.000000 0.000000 1.000000 30.000000 210.000000 0.000000
overmind 960.000000 -1924.000000 17.125000 0.000000 200.000000 0.000000 0.000000 0.000000 1.000000 30.000000 200.000000 0.000000
arm -236.000000 660.000000 15.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
telenode -240.000000 496.000000 6.125000 0.000000 300.000000 0.000000 0.000000 0.000000 1.000000 30.000000 300.000000 0.000000
mgturret -564.000000 728.000000 20.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 -359.935883 135.000000 0.000000
mgturret -456.000000 676.000000 20.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 -359.133270 130.380081 0.000000
mgturret -450.000000 476.000000 20.125000 0.000000 270.000000 0.000000 0.000000 0.000000 1.000000 -359.621857 107.534500 0.000000
mgturret -564.000000 420.000000 20.125000 0.000000 270.000000 0.000000 0.000000 0.000000 1.000000 -359.689362 90.613846 0.000000
barricade 1056.000000 -1856.000000 17.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
acid_tube 1364.000000 -1432.000000 17.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
medistat -236.736084 581.759644 9.124999 0.000000 -2.000000 0.000000 0.000000 0.000000 1.000000 30.000000 -2.000000 1.000000
