acid_tube -1904.000000 -176.000000 -112.875000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 30.000000 180.000000 0.000000
acid_tube -1904.000000 176.000000 -112.875000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 30.000000 90.000000 0.000000
medistat 1696.000000 200.000000 23.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
arm 1616.000000 200.000000 29.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 30.000000 90.000000 0.000000
trapper -1904.251221 1.188680 82.074440 0.000000 0.000000 -179.000000 -0.707107 0.000000 -0.707107 30.000000 0.000000 -0.707107
acid_tube -1680.000000 -336.000000 31.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
acid_tube -1712.000000 -176.000000 -112.875000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 30.000000 90.000000 0.000000
acid_tube -1712.000000 176.000000 -112.875000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 30.000000 180.000000 0.000000
eggpod -1856.000000 448.000000 31.125000 0.000000 405.000000 0.000000 0.000000 0.000000 1.000000 30.000000 405.000000 0.000000
eggpod -1728.000000 320.000000 31.125000 0.000000 405.000000 0.000000 0.000000 0.000000 1.000000 30.000000 405.000000 0.000000
overmind -1744.000000 448.000000 31.125000 0.000000 45.000000 0.000000 0.000000 0.000000 1.000000 30.000000 45.000000 0.000000
telenode 1792.000000 448.000000 20.125000 0.000000 495.000000 0.000000 0.000000 0.000000 1.000000 30.000000 495.000000 0.000000
telenode 1664.000000 320.000000 20.125000 0.000000 495.000000 0.000000 0.000000 0.000000 1.000000 30.000000 495.000000 0.000000
reactor 1664.000000 448.000000 31.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 30.000000 0.000000 0.000000
acid_tube -1896.000000 -304.000000 31.125000 0.000000 270.000000 0.000000 0.000000 0.000000 1.000000 30.000000 270.000000 0.000000
eggpod 199.723389 -1153.274658 -63.125000 0.000000 -84.000000 180.000000 0.000000 0.000000 -1.000000 30.000000 -84.000000 -0.000000
hive -302.996002 -788.125000 -103.506111 0.000000 -9.000000 95.000000 0.000000 -1.000000 0.000000 30.000000 -9.000000 0.000000
booster 159.595459 -175.335419 -118.875000 0.000000 -89.000000 0.000000 0.000000 0.000000 1.000000 30.000000 -89.000000 1.000000
trapper 262.274506 -208.875000 19.523327 0.000000 88.000000 -178.000000 0.000000 1.000000 0.000000 30.000000 88.000000 0.000000
eggpod 157.754440 -192.596634 48.875000 0.000000 -90.000000 180.000000 0.000000 0.000000 -1.000000 30.000000 -90.000000 0.000000
acid_tube 115.971710 4.987146 -112.875000 0.000000 133.000000 0.000000 0.000000 0.000000 1.000000 30.000000 133.000000 1.000000
eggpod -266.736511 -110.636436 127.125000 0.000000 -122.000000 0.000000 0.000000 0.000000 1.000000 30.000000 -122.000000 1.000000
